tqi_mile,record_count,tqi_mean,tqi_std,tqi_min,tqi_max,date_min,date_max,time_span_days
999400,485,2.5875505154639176,0.596506191408938,1.2,6.643,2012-12-12,2026-03-19,4845
1003400,481,3.3181683991683992,1.052078748695952,0.49,15.16,2012-12-12,2026-03-19,4845
1004400,470,4.045197872340426,1.280561903249962,1.8,21.0,2012-12-12,2026-03-19,4845
1005400,484,3.1996993801652893,0.9404916988634642,1.1,17.9,2012-12-12,2026-03-19,4845
1006400,470,3.67198085106383,1.143689877492964,1.4,18.1,2012-12-12,2026-03-19,4845
1007400,485,3.518117525773196,0.8811633133039947,1.2,10.9,2012-12-12,2026-03-19,4845
1008400,488,3.573741803278688,0.812211430944496,1.1,8.077,2012-12-12,2026-03-19,4845
1009400,486,3.7469588477366256,0.6352232721803368,1.6,8.651,2012-12-12,2026-03-19,4845
1010400,487,3.215814168377823,1.2288063827974618,1.5,25.517,2012-12-12,2026-03-19,4845
1011400,481,3.1042515592515594,1.4100292421327434,0.92,25.115,2012-12-12,2026-03-19,4845
1012400,482,3.065504149377593,1.0581763546252319,1.0,16.1,2012-12-12,2026-03-19,4845
1013400,484,3.2076074380165287,0.6062057085709286,1.4,9.18,2012-12-12,2026-03-19,4845
1014400,482,3.0905726141078835,0.8289061047398945,1.0,6.933,2012-12-12,2026-03-19,4845
1015400,481,2.7719771309771306,0.7986749739783083,0.84,6.135,2012-12-12,2026-03-19,4845
1016400,482,3.0754253112033196,0.7577627945669704,0.84,9.2,2012-12-12,2026-03-19,4845
1017400,480,3.151608333333334,1.0324162675047743,0.8,13.0,2012-12-12,2026-03-19,4845
1018400,483,2.879178053830228,0.9292616270731087,0.9,6.413,2012-12-12,2026-03-19,4845
